"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 13 18:43:10 GMT 2023","Tue Jun 13 18:43:25 GMT 2023","14710","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_01 | Education > Menu Item [Swing Trading] > Test button [Log in] in the header",""
"skipped","Tue Jun 13 18:43:08 GMT 2023","Tue Jun 13 18:43:08 GMT 2023","9","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header",""
"passed","Tue Jun 13 18:43:47 GMT 2023","Tue Jun 13 18:43:54 GMT 2023","6345","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_05 | Educations > Menu item [Swing trading] > Test buttons [Trade] on Widget ""Most traded""",""
"passed","Tue Jun 13 18:44:03 GMT 2023","Tue Jun 13 18:44:10 GMT 2023","7252","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_07 | Education > Menu Item [Swing Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today""",""
"passed","Tue Jun 13 18:43:54 GMT 2023","Tue Jun 13 18:44:03 GMT 2023","9476","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_06 | Education > Menu Item [Swing Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""",""
"passed","Tue Jun 13 18:44:19 GMT 2023","Tue Jun 13 18:44:28 GMT 2023","9303","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_09 | Education > Menu Item [Swing Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?""",""
"passed","Tue Jun 13 18:43:25 GMT 2023","Tue Jun 13 18:43:33 GMT 2023","7686","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_02 | Education > Menu Item [Swing Trading] > Test button [Sign up] in the header",""
"passed","Tue Jun 13 18:44:10 GMT 2023","Tue Jun 13 18:44:19 GMT 2023","8321","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_08 | Education > Menu Item [Swing Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today""",""
"skipped","Tue Jun 13 18:43:08 GMT 2023","Tue Jun 13 18:43:08 GMT 2023","2","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Sign up] in the header",""
"passed","Tue Jun 13 18:43:40 GMT 2023","Tue Jun 13 18:43:47 GMT 2023","6664","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_04 | Education > Menu Item [Swing Trading] > Test button [Try Demo] in Main banner",""
"passed","Tue Jun 13 18:43:33 GMT 2023","Tue Jun 13 18:43:40 GMT 2023","7464","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_03 | Education > Menu Item [Swing Trading] > Test button [Start Trading] in Main banner",""
