"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 20 14:38:01 GMT 2023","Tue Jun 20 14:38:18 GMT 2023","17266","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""",""
"passed","Tue Jun 20 14:39:14 GMT 2023","Tue Jun 20 14:39:20 GMT 2023","6655","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_06 | Education > Menu Item [Swing Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""",""
"passed","Tue Jun 20 14:37:27 GMT 2023","Tue Jun 20 14:37:42 GMT 2023","14423","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner",""
"passed","Tue Jun 20 14:37:15 GMT 2023","Tue Jun 20 14:37:27 GMT 2023","12594","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner",""
"passed","Tue Jun 20 14:39:26 GMT 2023","Tue Jun 20 14:39:32 GMT 2023","5912","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_08 | Education > Menu Item [Swing Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today""",""
"passed","Tue Jun 20 14:38:52 GMT 2023","Tue Jun 20 14:38:57 GMT 2023","4789","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_03 | Education > Menu Item [Swing Trading] > Test button [Start Trading] in Main banner",""
"failed","Tue Jun 20 14:39:03 GMT 2023","Tue Jun 20 14:39:14 GMT 2023","11265","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_05 | Educations > Menu item [Swing trading] > Test buttons [Trade] on Widget ""Most traded""",""
"failed","Tue Jun 20 14:37:42 GMT 2023","Tue Jun 20 14:38:01 GMT 2023","19061","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded""",""
"failed","Tue Jun 20 14:38:18 GMT 2023","Tue Jun 20 14:38:40 GMT 2023","21454","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today""",""
"passed","Tue Jun 20 14:38:47 GMT 2023","Tue Jun 20 14:38:52 GMT 2023","4731","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_02 | Education > Menu Item [Swing Trading] > Test button [Sign up] in the header",""
"passed","Tue Jun 20 14:38:42 GMT 2023","Tue Jun 20 14:38:47 GMT 2023","5076","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_01 | Education > Menu Item [Swing Trading] > Test button [Log in] in the header",""
"passed","Tue Jun 20 14:37:01 GMT 2023","Tue Jun 20 14:37:15 GMT 2023","14138","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header",""
"passed","Tue Jun 20 14:38:57 GMT 2023","Tue Jun 20 14:39:03 GMT 2023","5558","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_04 | Education > Menu Item [Swing Trading] > Test button [Try Demo] in Main banner",""
"passed","Tue Jun 20 14:36:43 GMT 2023","Tue Jun 20 14:37:00 GMT 2023","17381","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header",""
"passed","Tue Jun 20 14:39:32 GMT 2023","Tue Jun 20 14:39:39 GMT 2023","6199","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_09 | Education > Menu Item [Swing Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?""",""
"passed","Tue Jun 20 14:39:21 GMT 2023","Tue Jun 20 14:39:26 GMT 2023","5947","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_07 | Education > Menu Item [Swing Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today""",""
