"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jul 15 18:51:35 GMT 2023","Sat Jul 15 18:52:28 GMT 2023","52348","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06_Auth | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of Nederlands language",""
"failed","Sat Jul 15 18:46:27 GMT 2023","Sat Jul 15 18:46:48 GMT 2023","20433","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04_UnReg | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of Nederlands language",""
"failed","Sat Jul 15 18:41:01 GMT 2023","Sat Jul 15 18:41:24 GMT 2023","22995","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01_UnReg | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Nederlands language",""
"failed","Sat Jul 15 18:57:11 GMT 2023","Sat Jul 15 18:57:41 GMT 2023","30335","","Education > Menu Item [Position Trading]","","","","TC_11.03.05_09_UnReg | Education > Menu Item [Position Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" of Nederlands language",""
"failed","Sat Jul 15 18:50:44 GMT 2023","Sat Jul 15 18:51:35 GMT 2023","51218","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06_UnAuth | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of Nederlands language",""
"failed","Sat Jul 15 18:56:11 GMT 2023","Sat Jul 15 18:57:10 GMT 2023","59882","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_08_Auth | Education > Menu Item [Position Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" of Nederlands language",""
"failed","Sat Jul 15 18:43:11 GMT 2023","Sat Jul 15 18:43:54 GMT 2023","42596","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02_UnAuth | Education > Menu Item [Position Trading] > Test button [Trade] in the header of Nederlands language",""
"failed","Sat Jul 15 18:49:32 GMT 2023","Sat Jul 15 18:50:20 GMT 2023","48490","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05_Auth | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" of Nederlands language",""
"failed","Sat Jul 15 18:50:20 GMT 2023","Sat Jul 15 18:50:44 GMT 2023","23715","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06_UnReg | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of Nederlands language",""
"failed","Sat Jul 15 18:48:22 GMT 2023","Sat Jul 15 18:48:44 GMT 2023","21618","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05_UnReg | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" of Nederlands language",""
"failed","Sat Jul 15 18:42:53 GMT 2023","Sat Jul 15 18:43:11 GMT 2023","18604","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02_UnReg | Education > Menu Item [Position Trading] > Test button [Trade] in the header of Nederlands language",""
"failed","Sat Jul 15 18:57:41 GMT 2023","Sat Jul 15 18:58:47 GMT 2023","66547","","Education > Menu Item [Position Trading]","","","","TC_11.03.05_09_UnAuth | Education > Menu Item [Position Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" of Nederlands language",""
"failed","Sat Jul 15 18:41:25 GMT 2023","Sat Jul 15 18:42:12 GMT 2023","47088","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01_UnAuth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Nederlands language",""
"failed","Sat Jul 15 18:44:37 GMT 2023","Sat Jul 15 18:44:58 GMT 2023","20232","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03_UnReg | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of Nederlands language",""
"failed","Sat Jul 15 18:46:48 GMT 2023","Sat Jul 15 18:47:36 GMT 2023","48065","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04_UnAuth | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of Nederlands language",""
"failed","Sat Jul 15 18:47:36 GMT 2023","Sat Jul 15 18:48:22 GMT 2023","46256","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04_Auth | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of Nederlands language",""
"failed","Sat Jul 15 18:58:48 GMT 2023","Sat Jul 15 18:59:47 GMT 2023","59429","","Education > Menu Item [Position Trading]","","","","TC_11.03.05_09_Auth | Education > Menu Item [Position Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" of Nederlands language",""
