"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 30 16:32:23 GMT 2023","Fri Jun 30 16:32:29 GMT 2023","5609","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_04 | Education > Menu Item [Swing Trading] > Test button [Try Demo] in Main banner",""
"passed","Fri Jun 30 16:25:46 GMT 2023","Fri Jun 30 16:26:21 GMT 2023","34455","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_Auth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of English language",""
"passed","Fri Jun 30 16:24:47 GMT 2023","Fri Jun 30 16:25:05 GMT 2023","18503","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_UnReg | Education > Menu Item [Position Trading] > Test button [Log in] in the header of English language",""
"passed","Fri Jun 30 16:32:58 GMT 2023","Fri Jun 30 16:33:06 GMT 2023","7336","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_09 | Education > Menu Item [Swing Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?""",""
"failed","Fri Jun 30 16:26:43 GMT 2023","Fri Jun 30 16:27:35 GMT 2023","52106","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_UnAuth | Education > Menu Item [Position Trading] > Test button [Trade] in the header of English language",""
"failed","Fri Jun 30 16:28:14 GMT 2023","Fri Jun 30 16:28:33 GMT 2023","18728","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_UnReg | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Español language",""
"failed","Fri Jun 30 16:26:21 GMT 2023","Fri Jun 30 16:26:42 GMT 2023","21528","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_UnReg | Education > Menu Item [Position Trading] > Test button [Trade] in the header of English language",""
"passed","Fri Jun 30 16:25:05 GMT 2023","Fri Jun 30 16:25:46 GMT 2023","40970","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_UnAuth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of English language",""
"failed","Fri Jun 30 16:30:02 GMT 2023","Fri Jun 30 16:30:22 GMT 2023","20072","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_UnReg | Education > Menu Item [Position Trading] > Test button [Trade] in the header of Español language",""
"passed","Fri Jun 30 16:32:29 GMT 2023","Fri Jun 30 16:32:35 GMT 2023","6165","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_05 | Educations > Menu item [Swing trading] > Test buttons [Trade] on Widget ""Most traded""",""
"passed","Fri Jun 30 16:32:07 GMT 2023","Fri Jun 30 16:32:13 GMT 2023","6016","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_01 | Education > Menu Item [Swing Trading] > Test button [Log in] in the header",""
"passed","Fri Jun 30 16:31:19 GMT 2023","Fri Jun 30 16:32:04 GMT 2023","44976","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_Auth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Español language",""
"passed","Fri Jun 30 16:32:18 GMT 2023","Fri Jun 30 16:32:23 GMT 2023","4958","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_03 | Education > Menu Item [Swing Trading] > Test button [Start Trading] in Main banner",""
"passed","Fri Jun 30 16:32:13 GMT 2023","Fri Jun 30 16:32:18 GMT 2023","5325","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_02 | Education > Menu Item [Swing Trading] > Test button [Sign up] in the header",""
"failed","Fri Jun 30 16:30:22 GMT 2023","Fri Jun 30 16:31:19 GMT 2023","56771","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_UnAuth | Education > Menu Item [Position Trading] > Test button [Trade] in the header of Español language",""
"passed","Fri Jun 30 16:32:52 GMT 2023","Fri Jun 30 16:32:58 GMT 2023","6723","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_08 | Education > Menu Item [Swing Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today""",""
"passed","Fri Jun 30 16:29:22 GMT 2023","Fri Jun 30 16:30:02 GMT 2023","39735","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_Auth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Español language",""
"passed","Fri Jun 30 16:27:35 GMT 2023","Fri Jun 30 16:28:14 GMT 2023","38922","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_Auth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of English language",""
"passed","Fri Jun 30 16:32:35 GMT 2023","Fri Jun 30 16:32:44 GMT 2023","8551","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_06 | Education > Menu Item [Swing Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""",""
"passed","Fri Jun 30 16:32:44 GMT 2023","Fri Jun 30 16:32:52 GMT 2023","7780","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_07 | Education > Menu Item [Swing Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today""",""
"passed","Fri Jun 30 16:28:33 GMT 2023","Fri Jun 30 16:29:22 GMT 2023","49059","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_UnAuth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Español language",""
