"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 12 13:29:32 GMT 2023","Wed Jul 12 13:29:52 GMT 2023","19327","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_03_UnReg | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of English language",""
"failed","Wed Jul 12 13:32:29 GMT 2023","Wed Jul 12 13:33:16 GMT 2023","47161","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_04_Auth | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of English language",""
"failed","Wed Jul 12 13:28:49 GMT 2023","Wed Jul 12 13:29:32 GMT 2023","42903","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_Auth | Education > Menu Item [Position Trading] > Test button [Trade] in the header of English language",""
"failed","Wed Jul 12 13:33:43 GMT 2023","Wed Jul 12 13:34:32 GMT 2023","48904","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_05_UnAuth | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" of English language",""
"failed","Wed Jul 12 13:47:21 GMT 2023","Wed Jul 12 13:47:54 GMT 2023","33704","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_UnReg | Education > Menu Item [Position Trading] > Test button [Trade] in the header of العَرَبِيَّة language",""
"failed","Wed Jul 12 14:01:27 GMT 2023","Wed Jul 12 14:03:13 GMT 2023","106215","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_UnAuth | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of العَرَبِيَّة language",""
"failed","Wed Jul 12 13:39:05 GMT 2023","Wed Jul 12 13:39:58 GMT 2023","52848","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_07_Auth | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" of English language",""
"failed","Wed Jul 12 13:51:02 GMT 2023","Wed Jul 12 13:52:08 GMT 2023","65420","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_03_UnAuth | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of العَرَبِيَّة language",""
"failed","Wed Jul 12 13:36:42 GMT 2023","Wed Jul 12 13:37:34 GMT 2023","51936","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_Auth | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of English language",""
"failed","Wed Jul 12 14:07:41 GMT 2023","Wed Jul 12 14:09:32 GMT 2023","111157","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_07_Auth | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" of العَرَبِيَّة language",""
"skipped","Wed Jul 12 14:11:24 GMT 2023","Wed Jul 12 14:11:24 GMT 2023","0","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.05_09_UnAuth | Education > Menu Item [Position Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" of العَرَبِيَّة language",""
"failed","Wed Jul 12 14:09:32 GMT 2023","Wed Jul 12 14:10:29 GMT 2023","56870","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_08_UnReg | Education > Menu Item [Position Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" of العَرَبِيَّة language",""
"failed","Wed Jul 12 13:52:08 GMT 2023","Wed Jul 12 13:53:16 GMT 2023","68469","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_03_Auth | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of العَرَبِيَّة language",""
"failed","Wed Jul 12 14:04:49 GMT 2023","Wed Jul 12 14:05:44 GMT 2023","54821","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_07_UnReg | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" of العَرَبِيَّة language",""
"passed","Wed Jul 12 13:39:58 GMT 2023","Wed Jul 12 13:40:35 GMT 2023","37490","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_08_UnReg | Education > Menu Item [Position Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" of English language",""
"failed","Wed Jul 12 13:29:52 GMT 2023","Wed Jul 12 13:30:36 GMT 2023","44589","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_03_UnAuth | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of English language",""
"failed","Wed Jul 12 14:10:29 GMT 2023","Wed Jul 12 14:11:06 GMT 2023","36728","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_08_UnAuth | Education > Menu Item [Position Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" of العَرَبِيَّة language",""
"passed","Wed Jul 12 13:26:01 GMT 2023","Wed Jul 12 13:26:22 GMT 2023","20929","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_UnReg | Education > Menu Item [Position Trading] > Test button [Log in] in the header of English language",""
"failed","Wed Jul 12 13:37:34 GMT 2023","Wed Jul 12 13:38:09 GMT 2023","34683","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_07_UnReg | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" of English language",""
"failed","Wed Jul 12 13:40:51 GMT 2023","Wed Jul 12 13:41:48 GMT 2023","56244","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_08_Auth | Education > Menu Item [Position Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" of English language",""
"failed","Wed Jul 12 13:34:32 GMT 2023","Wed Jul 12 13:35:21 GMT 2023","49376","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_05_Auth | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" of English language",""
"failed","Wed Jul 12 13:59:09 GMT 2023","Wed Jul 12 14:00:42 GMT 2023","93257","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_05_Auth | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" of العَرَبِيَّة language",""
"failed","Wed Jul 12 13:45:20 GMT 2023","Wed Jul 12 13:46:21 GMT 2023","61024","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_UnAuth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of العَرَبِيَّة language",""
"failed","Wed Jul 12 14:03:13 GMT 2023","Wed Jul 12 14:04:49 GMT 2023","95888","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_Auth | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of العَرَبِيَّة language",""
"failed","Wed Jul 12 13:27:06 GMT 2023","Wed Jul 12 13:27:50 GMT 2023","43717","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_Auth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of English language",""
"passed","Wed Jul 12 13:35:21 GMT 2023","Wed Jul 12 13:35:50 GMT 2023","29004","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_UnReg | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of English language",""
"failed","Wed Jul 12 14:00:42 GMT 2023","Wed Jul 12 14:01:27 GMT 2023","44413","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_UnReg | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of العَرَبِيَّة language",""
"passed","Wed Jul 12 13:41:48 GMT 2023","Wed Jul 12 13:42:27 GMT 2023","39485","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.05_09_UnReg | Education > Menu Item [Position Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" of English language",""
"failed","Wed Jul 12 13:40:36 GMT 2023","Wed Jul 12 13:40:51 GMT 2023","15462","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_08_UnAuth | Education > Menu Item [Position Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" of English language",""
"failed","Wed Jul 12 13:31:42 GMT 2023","Wed Jul 12 13:32:29 GMT 2023","46653","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_04_UnAuth | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of English language",""
"skipped","Wed Jul 12 14:11:24 GMT 2023","Wed Jul 12 14:11:24 GMT 2023","0","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.05_09_Auth | Education > Menu Item [Position Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" of العَرَبِيَّة language",""
