"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 25 20:59:23 GMT 2023","Sun Jun 25 20:59:55 GMT 2023","32137","","Education > Menu Item [Position Trading]","","","","TC_11.03.05_09 | Education > Menu Item [Position Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" of English language",""
"passed","Sun Jun 25 21:00:08 GMT 2023","Sun Jun 25 21:00:14 GMT 2023","6371","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_02 | Education > Menu Item [Swing Trading] > Test button [Sign up] in the header",""
"failed","Sun Jun 25 20:53:35 GMT 2023","Sun Jun 25 20:53:57 GMT 2023","22391","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" of Español language",""
"passed","Sun Jun 25 21:00:41 GMT 2023","Sun Jun 25 21:00:50 GMT 2023","9120","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_06 | Education > Menu Item [Swing Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""",""
"passed","Sun Jun 25 20:57:39 GMT 2023","Sun Jun 25 20:58:11 GMT 2023","32058","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of English language",""
"failed","Sun Jun 25 20:54:20 GMT 2023","Sun Jun 25 20:54:44 GMT 2023","24086","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" of Español language",""
"passed","Sun Jun 25 21:00:00 GMT 2023","Sun Jun 25 21:00:08 GMT 2023","7937","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_01 | Education > Menu Item [Swing Trading] > Test button [Log in] in the header",""
"passed","Sun Jun 25 20:58:46 GMT 2023","Sun Jun 25 20:59:23 GMT 2023","36760","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_08 | Education > Menu Item [Position Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" of English language",""
"failed","Sun Jun 25 20:53:13 GMT 2023","Sun Jun 25 20:53:35 GMT 2023","21247","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of Español language",""
"passed","Sun Jun 25 20:56:23 GMT 2023","Sun Jun 25 20:56:48 GMT 2023","25305","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of English language",""
"passed","Sun Jun 25 21:00:14 GMT 2023","Sun Jun 25 21:00:20 GMT 2023","6175","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_03 | Education > Menu Item [Swing Trading] > Test button [Start Trading] in Main banner",""
"passed","Sun Jun 25 20:55:36 GMT 2023","Sun Jun 25 20:55:59 GMT 2023","23453","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header of English language",""
"passed","Sun Jun 25 20:55:59 GMT 2023","Sun Jun 25 20:56:23 GMT 2023","23308","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header of English language",""
"failed","Sun Jun 25 20:52:03 GMT 2023","Sun Jun 25 20:52:29 GMT 2023","25818","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Español language",""
"failed","Sun Jun 25 20:53:57 GMT 2023","Sun Jun 25 20:54:20 GMT 2023","22903","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of Español language",""
"failed","Sun Jun 25 20:52:51 GMT 2023","Sun Jun 25 20:53:13 GMT 2023","21839","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of Español language",""
"failed","Sun Jun 25 20:55:10 GMT 2023","Sun Jun 25 20:55:36 GMT 2023","25879","","Education > Menu Item [Position Trading]","","","","TC_11.03.05_09 | Education > Menu Item [Position Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" of Español language",""
"failed","Sun Jun 25 20:52:29 GMT 2023","Sun Jun 25 20:52:51 GMT 2023","22437","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header of Español language",""
"passed","Sun Jun 25 21:00:50 GMT 2023","Sun Jun 25 21:00:58 GMT 2023","8168","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_07 | Education > Menu Item [Swing Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today""",""
