"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 28 15:05:19 GMT 2024","Sun Apr 28 15:05:27 GMT 2024","7632","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Unregistered user","","","","JS/TC_01.02!00_101_UnReg | Markets > Menu item [Shares] > Click button [Sign up] in the block ""Shares trading""",""
"passed","Sun Apr 28 15:05:32 GMT 2024","Sun Apr 28 15:05:37 GMT 2024","4756","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Unregistered user","","","","JS/TC_01.02!00_103_UnReg | Markets > Menu item [Shares] > Click button [Create account] in the block ""Discover trading excellence with Capital.com""",""
"failed","Sun Apr 28 15:10:12 GMT 2024","Sun Apr 28 15:10:43 GMT 2024","30236","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Authorized  user","","","","JS/TC_01.02!00_104_Auth | Markets > Menu item [Shares] > Click button [Try Demo ] in the block ""Discover trading excellence with Capital.com""",""
"passed","Sun Apr 28 15:09:25 GMT 2024","Sun Apr 28 15:09:43 GMT 2024","17759","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Authorized  user","","","","JS/TC_01.02!00_103_Auth | Markets > Menu item [Shares] > Click button [Create account ] in the block ""Discover trading excellence with Capital.com""",""
"passed","Sun Apr 28 15:06:08 GMT 2024","Sun Apr 28 15:06:21 GMT 2024","12474","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Unauthorized user","","","","JS/TC_01.02!00_101_UnAuth | Markets > Menu item [Shares] > Click button [Sign up ] in the block ""Shares trading""",""
"failed","Sun Apr 28 15:08:56 GMT 2024","Sun Apr 28 15:09:25 GMT 2024","29123","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Authorized  user","","","","JS/TC_01.02!00_102_Auth | Markets > Menu item [Shares] > Click button [Try Demo ]  in the block ""Shares trading""",""
"failed","Sun Apr 28 15:06:46 GMT 2024","Sun Apr 28 15:07:12 GMT 2024","25474","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Unauthorized user","","","","JS/TC_01.02!00_102_UnAuth | Markets > Menu item [Shares] > Click button [Try Demo ]  in the block ""Shares trading""",""
"passed","Sun Apr 28 15:08:16 GMT 2024","Sun Apr 28 15:08:29 GMT 2024","12440","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Authorized  user","","","","JS/TC_01.02!00_101_Auth | Markets > Menu item [Shares] > Click button [Sign up ] in the block ""Shares trading""",""
"passed","Sun Apr 28 15:07:12 GMT 2024","Sun Apr 28 15:07:23 GMT 2024","10780","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Unauthorized user","","","","JS/TC_01.02!00_103_UnAuth  | Markets > Menu item [Shares] > Click button [Create account ] in the block ""Discover trading excellence with Capital.com""",""
"passed","Sun Apr 28 15:05:38 GMT 2024","Sun Apr 28 15:05:43 GMT 2024","4929","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Unregistered user","","","","JS/TC_01.02!00_104_UnReg | Markets > Menu item [Shares] > Click button [Try Demo ] in the block ""Discover trading excellence with Capital.com""",""
"failed","Sun Apr 28 15:07:48 GMT 2024","Sun Apr 28 15:08:16 GMT 2024","27682","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Unauthorized user","","","","JS/TC_01.02!00_104_UnAuth | Markets > Menu item [Shares] > Click button [Try Demo ] in the block ""Discover trading excellence with Capital.com""",""
"passed","Sun Apr 28 15:05:28 GMT 2024","Sun Apr 28 15:05:32 GMT 2024","4658","JS/US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license","Unregistered user","","","","JS/TC_01.02.00_102_UnReg | Markets > Menu item [Shares] > Click button [Try Demo]  in the block ""Shares trading""",""
