"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 04 21:42:47 GMT 2023","Sun Jun 04 21:42:52 GMT 2023","4939","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_08 | Education > Menu Item [Swing Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today""",""
"passed","Sun Jun 04 21:42:52 GMT 2023","Sun Jun 04 21:42:58 GMT 2023","5633","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_09 | Education > Menu Item [Swing Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?""",""
"passed","Sun Jun 04 21:42:12 GMT 2023","Sun Jun 04 21:42:17 GMT 2023","5087","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_02 | Education > Menu Item [Swing Trading] > Test button [Sign up] in the header",""
"skipped","Sun Jun 04 21:42:05 GMT 2023","Sun Jun 04 21:42:05 GMT 2023","7","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position Trading] > Test buttons [Trade] on Widget ""Most traded""",""
"passed","Sun Jun 04 21:42:41 GMT 2023","Sun Jun 04 21:42:47 GMT 2023","6052","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_07 | Education > Menu Item [Swing Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today""",""
"passed","Sun Jun 04 21:42:17 GMT 2023","Sun Jun 04 21:42:22 GMT 2023","4928","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_03 | Education > Menu Item [Swing Trading] > Test button [Start Trading] in Main banner",""
"passed","Sun Jun 04 21:41:58 GMT 2023","Sun Jun 04 21:42:05 GMT 2023","7050","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner",""
"passed","Sun Jun 04 21:41:39 GMT 2023","Sun Jun 04 21:41:51 GMT 2023","11806","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header",""
"passed","Sun Jun 04 21:42:22 GMT 2023","Sun Jun 04 21:42:28 GMT 2023","6108","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_04 | Education > Menu Item [Swing Trading] > Test button [Try Demo] in Main banner",""
"passed","Sun Jun 04 21:41:51 GMT 2023","Sun Jun 04 21:41:58 GMT 2023","6541","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Sign up] in the header",""
"skipped","Sun Jun 04 21:41:58 GMT 2023","Sun Jun 04 21:41:58 GMT 2023","3","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner",""
"passed","Sun Jun 04 21:42:32 GMT 2023","Sun Jun 04 21:42:41 GMT 2023","8458","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_06 | Education > Menu Item [Swing Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""",""
"passed","Sun Jun 04 21:42:07 GMT 2023","Sun Jun 04 21:42:12 GMT 2023","4696","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_01 | Education > Menu Item [Swing Trading] > Test button [Log in] in the header",""
"passed","Sun Jun 04 21:42:28 GMT 2023","Sun Jun 04 21:42:32 GMT 2023","4021","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_05 | Educations > Menu item [Swing trading] > Test buttons [Trade] on Widget ""Most traded""",""
