"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Mar 27 11:52:23 GMT 2024","Wed Mar 27 11:52:35 GMT 2024","11383","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04_UnReg | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of Nederlands language",""
"broken","Wed Mar 27 11:53:21 GMT 2024","Wed Mar 27 11:53:21 GMT 2024","0","","cypress/e2e/US_11_Education/US_11.03.04_Education_Position_Trading.cy.js","","","","Oops...we found an error preparing this test file: cypress/e2e/US_11_Education/US_11.03.04_Education_Position_Trading.cy.js",""
"failed","Wed Mar 27 11:51:15 GMT 2024","Wed Mar 27 11:51:49 GMT 2024","34036","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03_UnAuth | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of Nederlands language",""
"failed","Wed Mar 27 11:51:04 GMT 2024","Wed Mar 27 11:51:15 GMT 2024","11262","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03_UnReg | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of Nederlands language",""
"failed","Wed Mar 27 11:50:30 GMT 2024","Wed Mar 27 11:51:04 GMT 2024","33755","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02_Auth | Education > Menu Item [Position Trading] > Test button [Trade] in the header of Nederlands language",""
"failed","Wed Mar 27 11:49:55 GMT 2024","Wed Mar 27 11:50:30 GMT 2024","35131","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02_UnAuth | Education > Menu Item [Position Trading] > Test button [Trade] in the header of Nederlands language",""
"failed","Wed Mar 27 11:51:49 GMT 2024","Wed Mar 27 11:52:23 GMT 2024","34107","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03_Auth | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of Nederlands language",""
"failed","Wed Mar 27 11:49:44 GMT 2024","Wed Mar 27 11:49:55 GMT 2024","10930","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02_UnReg | Education > Menu Item [Position Trading] > Test button [Trade] in the header of Nederlands language",""
"failed","Wed Mar 27 11:48:17 GMT 2024","Wed Mar 27 11:48:33 GMT 2024","16229","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01_UnReg | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Nederlands language",""
"failed","Wed Mar 27 11:49:10 GMT 2024","Wed Mar 27 11:49:44 GMT 2024","33670","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01_Auth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Nederlands language",""
"failed","Wed Mar 27 11:48:33 GMT 2024","Wed Mar 27 11:49:10 GMT 2024","37530","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01_UnAuth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Nederlands language",""
