"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" Dansk language",""
"failed","Tue Jun 20 20:34:13 GMT 2023","Tue Jun 20 20:34:51 GMT 2023","37982","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header Latviešu language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" 简体中文 language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner Eesti language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" Français language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" Italiano language",""
"failed","Tue Jun 20 20:38:33 GMT 2023","Tue Jun 20 20:39:13 GMT 2023","39653","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header Русский language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" Polski language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" ไทย language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" Slovenčina language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner Lietuvių language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" Tiếng Việt language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner Deutsch language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","1","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" Bahasa Indonesia language",""
"failed","Tue Jun 20 20:24:52 GMT 2023","Tue Jun 20 20:25:16 GMT 2023","24435","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Suomi language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" 简体中文 language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" Latviešu language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" ไทย language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" Français language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" Slovenčina language",""
"failed","Tue Jun 20 20:17:36 GMT 2023","Tue Jun 20 20:17:54 GMT 2023","18188","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Bahasa Indonesia language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" Tiếng Việt language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner Русский language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner Hrvatski language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner Български language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner Polski language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" Čeština language",""
"failed","Tue Jun 20 20:20:28 GMT 2023","Tue Jun 20 20:20:47 GMT 2023","18885","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Hrvatski language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" Slovenščina language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" Bahasa Indonesia language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" Deutsch language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner Español language",""
"failed","Tue Jun 20 20:37:51 GMT 2023","Tue Jun 20 20:38:33 GMT 2023","41696","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header Română language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" Suomi language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" 繁體中文 language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner Português language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" ελληνικά language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" Polski language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" Eesti language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner ελληνικά language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner Italiano language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner Slovenščina language",""
"failed","Tue Jun 20 20:39:56 GMT 2023","Tue Jun 20 20:40:42 GMT 2023","46670","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header Slovenščina language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" Latviešu language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" Español language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" Русский language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner ไทย language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" Slovenščina language",""
"failed","Tue Jun 20 20:34:51 GMT 2023","Tue Jun 20 20:35:26 GMT 2023","34937","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header Lietuvių language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" Български language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","1","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" العَرَبِيَّة language",""
"failed","Tue Jun 20 20:31:26 GMT 2023","Tue Jun 20 20:31:57 GMT 2023","30359","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header ελληνικά language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","1","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner Tiếng Việt language",""
"failed","Tue Jun 20 20:21:07 GMT 2023","Tue Jun 20 20:21:29 GMT 2023","21692","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Latviešu language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header Tiếng Việt language",""
"failed","Tue Jun 20 20:18:12 GMT 2023","Tue Jun 20 20:18:30 GMT 2023","18161","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Čeština language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner Русский language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" English language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner ไทย language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner Eesti language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" Suomi language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" Magyar language",""
"failed","Tue Jun 20 20:39:13 GMT 2023","Tue Jun 20 20:39:56 GMT 2023","42854","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header Slovenčina language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" Nederlands language",""
"failed","Tue Jun 20 20:22:34 GMT 2023","Tue Jun 20 20:22:55 GMT 2023","20991","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Polski language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" Suomi language",""
"failed","Tue Jun 20 20:29:53 GMT 2023","Tue Jun 20 20:30:23 GMT 2023","29640","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header Dansk language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_05 | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" Eesti language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner 繁體中文 language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner 繁體中文 language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" ελληνικά language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_03 | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner Čeština language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" Čeština language",""
"failed","Tue Jun 20 20:33:39 GMT 2023","Tue Jun 20 20:34:13 GMT 2023","34166","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_02 | Education > Menu Item [Position Trading] > Test button [Trade] in the header Italiano language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_04 | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner Bahasa Indonesia language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" English language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","1","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_07 | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" Polski language",""
"skipped","Tue Jun 20 20:41:39 GMT 2023","Tue Jun 20 20:41:39 GMT 2023","0","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_06 | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today"" Română language",""
"failed","Tue Jun 20 20:25:42 GMT 2023","Tue Jun 20 20:26:06 GMT 2023","24709","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Tiếng Việt language",""
"failed","Tue Jun 20 20:20:07 GMT 2023","Tue Jun 20 20:20:28 GMT 2023","21018","","Education > Menu Item [Position Trading]","","","","TC_11.03.04_01 | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Français language",""
