"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jul 12 15:03:37 GMT 2023","Wed Jul 12 15:04:40 GMT 2023","62942","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_04_UnReg | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of العَرَبِيَّة language",""
"failed","Wed Jul 12 14:36:35 GMT 2023","Wed Jul 12 14:37:35 GMT 2023","60009","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_UnAuth | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of English language",""
"passed","Wed Jul 12 14:44:08 GMT 2023","Wed Jul 12 14:45:45 GMT 2023","96313","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_08_Auth | Education > Menu Item [Position Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" of English language",""
"passed","Wed Jul 12 14:35:50 GMT 2023","Wed Jul 12 14:36:34 GMT 2023","44022","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_UnReg | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of English language",""
"failed","Wed Jul 12 15:06:54 GMT 2023","Wed Jul 12 15:09:16 GMT 2023","141969","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_04_Auth | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of العَرَبِيَّة language",""
"passed","Wed Jul 12 14:28:58 GMT 2023","Wed Jul 12 14:29:24 GMT 2023","25959","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_03_UnReg | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of English language",""
"failed","Wed Jul 12 15:09:17 GMT 2023","Wed Jul 12 15:10:35 GMT 2023","77989","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_05_UnReg | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" of العَرَبِيَّة language",""
"skipped","Wed Jul 12 15:13:26 GMT 2023","Wed Jul 12 15:13:26 GMT 2023","0","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.05_09_UnAuth | Education > Menu Item [Position Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" of العَرَبِيَّة language",""
"failed","Wed Jul 12 15:04:40 GMT 2023","Wed Jul 12 15:06:54 GMT 2023","134032","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_04_UnAuth | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of العَرَبِيَّة language",""
"skipped","Wed Jul 12 15:13:26 GMT 2023","Wed Jul 12 15:13:26 GMT 2023","0","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_07_UnReg | Education > Menu Item [Position Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" of العَرَبِيَّة language",""
