"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jul 12 07:15:14 GMT 2023","Wed Jul 12 07:16:03 GMT 2023","48623","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_UnAuth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Deutsch language",""
"failed","Wed Jul 12 07:10:07 GMT 2023","Wed Jul 12 07:10:52 GMT 2023","44491","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_04_Auth | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of English language",""
"passed","Wed Jul 12 07:07:24 GMT 2023","Wed Jul 12 07:07:40 GMT 2023","16870","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_03_UnReg | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of English language",""
"failed","Wed Jul 12 07:21:40 GMT 2023","Wed Jul 12 07:22:36 GMT 2023","56554","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_04_UnAuth | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of Deutsch language",""
"failed","Wed Jul 12 07:12:02 GMT 2023","Wed Jul 12 07:12:48 GMT 2023","46130","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_05_Auth | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" of English language",""
"passed","Wed Jul 12 07:28:42 GMT 2023","Wed Jul 12 07:28:47 GMT 2023","4290","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_03 | Education > Menu Item [Swing Trading] > Test button [Start Trading] in Main banner",""
"failed","Wed Jul 12 07:21:11 GMT 2023","Wed Jul 12 07:21:40 GMT 2023","28335","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_04_UnReg | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of Deutsch language",""
"failed","Wed Jul 12 07:04:22 GMT 2023","Wed Jul 12 07:05:05 GMT 2023","42788","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_UnAuth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of English language",""
"passed","Wed Jul 12 07:28:47 GMT 2023","Wed Jul 12 07:28:52 GMT 2023","4830","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_04 | Education > Menu Item [Swing Trading] > Test button [Try Demo] in Main banner",""
"passed","Wed Jul 12 07:29:23 GMT 2023","Wed Jul 12 07:29:29 GMT 2023","5434","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_09 | Education > Menu Item [Swing Trading] > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?""",""
"failed","Wed Jul 12 07:13:15 GMT 2023","Wed Jul 12 07:14:02 GMT 2023","47194","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_UnAuth | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of English language",""
"failed","Wed Jul 12 07:16:03 GMT 2023","Wed Jul 12 07:16:52 GMT 2023","49192","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_Auth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Deutsch language",""
"failed","Wed Jul 12 07:14:50 GMT 2023","Wed Jul 12 07:15:14 GMT 2023","23944","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_UnReg | Education > Menu Item [Position Trading] > Test button [Log in] in the header of Deutsch language",""
"failed","Wed Jul 12 07:09:22 GMT 2023","Wed Jul 12 07:10:07 GMT 2023","44575","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_04_UnAuth | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of English language",""
"failed","Wed Jul 12 07:11:15 GMT 2023","Wed Jul 12 07:12:02 GMT 2023","46677","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_05_UnAuth | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" of English language",""
"failed","Wed Jul 12 07:16:52 GMT 2023","Wed Jul 12 07:17:17 GMT 2023","24664","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_UnReg | Education > Menu Item [Position Trading] > Test button [Trade] in the header of Deutsch language",""
"failed","Wed Jul 12 07:25:57 GMT 2023","Wed Jul 12 07:26:29 GMT 2023","31707","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_UnReg | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of Deutsch language",""
"failed","Wed Jul 12 07:17:17 GMT 2023","Wed Jul 12 07:18:07 GMT 2023","50482","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_UnAuth | Education > Menu Item [Position Trading] > Test button [Trade] in the header of Deutsch language",""
"failed","Wed Jul 12 07:20:17 GMT 2023","Wed Jul 12 07:21:11 GMT 2023","54403","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_03_Auth | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of Deutsch language",""
"passed","Wed Jul 12 07:04:03 GMT 2023","Wed Jul 12 07:04:22 GMT 2023","19167","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_UnReg | Education > Menu Item [Position Trading] > Test button [Log in] in the header of English language",""
"failed","Wed Jul 12 07:18:57 GMT 2023","Wed Jul 12 07:19:25 GMT 2023","27514","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_03_UnReg | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of Deutsch language",""
"passed","Wed Jul 12 07:09:05 GMT 2023","Wed Jul 12 07:09:22 GMT 2023","16930","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_04_UnReg | Education > Menu Item [Position Trading] > Test button [Try Demo] in Main banner of English language",""
"passed","Wed Jul 12 07:29:10 GMT 2023","Wed Jul 12 07:29:16 GMT 2023","6571","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_07 | Education > Menu Item [Swing Trading] > Test button [Get it on Google Play] in the block ""Sign up and trade smart today""",""
"failed","Wed Jul 12 07:05:05 GMT 2023","Wed Jul 12 07:05:46 GMT 2023","41361","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_01_Auth | Education > Menu Item [Position Trading] > Test button [Log in] in the header of English language",""
"passed","Wed Jul 12 07:29:16 GMT 2023","Wed Jul 12 07:29:23 GMT 2023","6603","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_08 | Education > Menu Item [Swing Trading] > Test button [Explore Web Platform] in the block ""Sign up and trade smart today""",""
"failed","Wed Jul 12 07:28:52 GMT 2023","Wed Jul 12 07:29:03 GMT 2023","11078","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","","TC_11.03.05_05 | Educations > Menu item [Swing trading] > Test buttons [Trade] on Widget ""Most traded""",""
"failed","Wed Jul 12 07:06:42 GMT 2023","Wed Jul 12 07:07:23 GMT 2023","41415","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_Auth | Education > Menu Item [Position Trading] > Test button [Trade] in the header of English language",""
"failed","Wed Jul 12 07:18:07 GMT 2023","Wed Jul 12 07:18:57 GMT 2023","49709","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_Auth | Education > Menu Item [Position Trading] > Test button [Trade] in the header of Deutsch language",""
"failed","Wed Jul 12 07:14:02 GMT 2023","Wed Jul 12 07:14:50 GMT 2023","47937","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_Auth | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of English language",""
"failed","Wed Jul 12 07:10:52 GMT 2023","Wed Jul 12 07:11:15 GMT 2023","23379","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_05_UnReg | Educations > Menu item [Position trading] > Test buttons [Trade] on Widget ""Most traded"" of English language",""
"passed","Wed Jul 12 07:05:46 GMT 2023","Wed Jul 12 07:06:00 GMT 2023","14222","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_02_UnReg | Education > Menu Item [Position Trading] > Test button [Trade] in the header of English language",""
"failed","Wed Jul 12 07:19:25 GMT 2023","Wed Jul 12 07:20:17 GMT 2023","52187","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_03_UnAuth | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of Deutsch language",""
"failed","Wed Jul 12 07:07:40 GMT 2023","Wed Jul 12 07:08:23 GMT 2023","42275","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_03_UnAuth | Education > Menu Item [Position Trading] > Test button [Start Trading] in Main banner of English language",""
"passed","Wed Jul 12 07:12:48 GMT 2023","Wed Jul 12 07:13:14 GMT 2023","26494","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_UnReg | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of English language",""
"failed","Wed Jul 12 07:27:29 GMT 2023","Wed Jul 12 07:28:30 GMT 2023","60854","","Education > Menu Item [Position Trading]in All Role","","","","TC_11.03.04_06_Auth | Education > Menu Item [Position Trading] > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  of Deutsch language",""
